sample	patient	subtype	pathway	value
SH02T01	SH02	Hybrid	HALLMARK_E2F_TARGETS	0.013315428541697844
SH02T01	SH02	Hybrid	HALLMARK_G2M_CHECKPOINT	0.2994802405399997
SH02T01	SH02	Hybrid	HO_LIVER_CANCER_VASCULAR_INVASION	0.2620787457451309
SH02T01	SH02	Hybrid	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	-0.5699902802386037
SH02T01	SH02	Hybrid	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	0.11290737746929885
SH02T01	SH02	Hybrid	ROESSLER_LIVER_CANCER_METASTASIS_DN	-0.2532956605834167
SH02T01	SH02	Hybrid	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.15752204583065246
SH02T01	SH02	Hybrid	ImmuneClass	0.4522378580527971
SH02T01	SH02	Hybrid	Exhaused_T_Cell	0.5225744433753986
SH02T01	SH02	Hybrid	Interferon_gamma	0.5552729979993478
SH02T01	SH02	Hybrid	Antigen_presenting_cells	0.43351357316264405
SH02T01	SH02	Hybrid	Inflammatory	0.3939131939799272
SH02T01	SH02	Hybrid	Gajewski_13_gene_inflammatory	0.2324672991204247
SH02T01	SH02	Hybrid	Cytolytic_score	0.4184045018205331
SH02T01	SH02	Hybrid	MVI_6_gene	0.17463282256032328
SH02T01	SH02	Hybrid	GEP score	-0.055920884858537495
SH02T01	SH02	Hybrid	IMPRES	7
SH02T01	SH02	Hybrid	TIDE	1.1
SH02T02	SH02	Hybrid	HALLMARK_ANGIOGENESIS	-0.36353871212584365
SH02T02	SH02	Hybrid	HALLMARK_E2F_TARGETS	0.2020840134908501
SH02T02	SH02	Hybrid	HALLMARK_G2M_CHECKPOINT	0.36098010717976525
SH02T02	SH02	Hybrid	HO_LIVER_CANCER_VASCULAR_INVASION	0.3022587325113352
SH02T02	SH02	Hybrid	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	-0.39826269008291537
SH02T02	SH02	Hybrid	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	0.1981836575736163
SH02T02	SH02	Hybrid	ROESSLER_LIVER_CANCER_METASTASIS_DN	-0.19278876371878279
SH02T02	SH02	Hybrid	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.20837390941663023
SH02T02	SH02	Hybrid	ImmuneClass	-0.41187797718745084
SH02T02	SH02	Hybrid	Exhaused_T_Cell	-0.038951779698533306
SH02T02	SH02	Hybrid	Interferon_gamma	-0.11963359452587674
SH02T02	SH02	Hybrid	Antigen_presenting_cells	-0.10168836901348927
SH02T02	SH02	Hybrid	Inflammatory	-0.47511866119044216
SH02T02	SH02	Hybrid	Gajewski_13_gene_inflammatory	-0.4812208789489922
SH02T02	SH02	Hybrid	Cytolytic_score	-0.2620778841891809
SH02T02	SH02	Hybrid	MVI_6_gene	0.6143535739618331
SH02T02	SH02	Hybrid	GEP score	-0.11139997393331814
SH02T02	SH02	Hybrid	IMPRES	8
SH02T02	SH02	Hybrid	TIDE	0.59
SH02T03	SH02	Hybrid	HALLMARK_ANGIOGENESIS	-0.4767290759715171
SH02T03	SH02	Hybrid	HALLMARK_E2F_TARGETS	0.2769771762431641
SH02T03	SH02	Hybrid	HALLMARK_G2M_CHECKPOINT	0.41327594613155527
SH02T03	SH02	Hybrid	HO_LIVER_CANCER_VASCULAR_INVASION	0.21848254712976328
SH02T03	SH02	Hybrid	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	-0.5351993570034153
SH02T03	SH02	Hybrid	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	0.17659578811542756
SH02T03	SH02	Hybrid	ROESSLER_LIVER_CANCER_METASTASIS_DN	-0.19892958593718268
SH02T03	SH02	Hybrid	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.11167947565060335
SH02T03	SH02	Hybrid	ImmuneClass	0.020506886023175463
SH02T03	SH02	Hybrid	Exhaused_T_Cell	0.6854612132472803
SH02T03	SH02	Hybrid	Interferon_gamma	0.4014958217249538
SH02T03	SH02	Hybrid	Antigen_presenting_cells	0.3381798901444202
SH02T03	SH02	Hybrid	Inflammatory	0.5159974947102484
SH02T03	SH02	Hybrid	Gajewski_13_gene_inflammatory	0.33932160023626273
SH02T03	SH02	Hybrid	Cytolytic_score	0.4212181396887891
SH02T03	SH02	Hybrid	MVI_6_gene	0.31225660996109905
SH02T03	SH02	Hybrid	GEP score	-0.07054991201677215
SH02T03	SH02	Hybrid	IMPRES	8
SH02T03	SH02	Hybrid	TIDE	0.49
SH02T04	SH02	Hybrid	HALLMARK_ANGIOGENESIS	-0.37584763776892555
SH02T04	SH02	Hybrid	HALLMARK_E2F_TARGETS	0.38214334751908774
SH02T04	SH02	Hybrid	HALLMARK_G2M_CHECKPOINT	0.4798545712970953
SH02T04	SH02	Hybrid	HO_LIVER_CANCER_VASCULAR_INVASION	0.2025613207035967
SH02T04	SH02	Hybrid	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	-0.6289294461266208
SH02T04	SH02	Hybrid	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	0.39762494492806405
SH02T04	SH02	Hybrid	ROESSLER_LIVER_CANCER_METASTASIS_DN	-0.2518986596116376
SH02T04	SH02	Hybrid	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.038655976655431384
SH02T04	SH02	Hybrid	ImmuneClass	-0.219389321425908
SH02T04	SH02	Hybrid	Exhaused_T_Cell	0.4164568897649051
SH02T04	SH02	Hybrid	Interferon_gamma	0.41057214927758184
SH02T04	SH02	Hybrid	Antigen_presenting_cells	0.15625689693222447
SH02T04	SH02	Hybrid	Inflammatory	0.19647775991142893
SH02T04	SH02	Hybrid	Gajewski_13_gene_inflammatory	0.07451346446469165
SH02T04	SH02	Hybrid	Cytolytic_score	0.40621207105809115
SH02T04	SH02	Hybrid	MVI_6_gene	0.45091519451597595
SH02T04	SH02	Hybrid	GEP score	-0.08888362420734984
SH02T04	SH02	Hybrid	IMPRES	8
SH02T04	SH02	Hybrid	TIDE	-0.08
SH02T05	SH02	Hybrid	HALLMARK_ANGIOGENESIS	-0.24030975601635765
SH02T05	SH02	Hybrid	HALLMARK_E2F_TARGETS	-0.06893353198516963
SH02T05	SH02	Hybrid	HALLMARK_G2M_CHECKPOINT	-0.034461224360301315
SH02T05	SH02	Hybrid	HO_LIVER_CANCER_VASCULAR_INVASION	-0.19040377738488068
SH02T05	SH02	Hybrid	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	-0.12345365275908349
SH02T05	SH02	Hybrid	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	0.26126525304978643
SH02T05	SH02	Hybrid	ROESSLER_LIVER_CANCER_METASTASIS_DN	-0.3550806549867278
SH02T05	SH02	Hybrid	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.31575334777124325
SH02T05	SH02	Hybrid	ImmuneClass	-0.4009296414553563
SH02T05	SH02	Hybrid	Exhaused_T_Cell	-0.37102135364455846
SH02T05	SH02	Hybrid	Interferon_gamma	-0.2708772356333796
SH02T05	SH02	Hybrid	Antigen_presenting_cells	-0.5657135496675474
SH02T05	SH02	Hybrid	Inflammatory	-0.4416190212914288
SH02T05	SH02	Hybrid	Gajewski_13_gene_inflammatory	-0.5596334285362796
SH02T05	SH02	Hybrid	Cytolytic_score	-0.333333333333202
SH02T05	SH02	Hybrid	MVI_6_gene	0.005994977947850699
SH02T05	SH02	Hybrid	GEP score	-0.14042556400752204
SH02T05	SH02	Hybrid	IMPRES	8
SH02T05	SH02	Hybrid	TIDE	0.43
SH02T06	SH02	Hybrid	HALLMARK_ANGIOGENESIS	-0.09252637225959703
SH02T06	SH02	Hybrid	HALLMARK_E2F_TARGETS	-0.05546868797304903
SH02T06	SH02	Hybrid	HALLMARK_G2M_CHECKPOINT	0.17233162672105762
SH02T06	SH02	Hybrid	HO_LIVER_CANCER_VASCULAR_INVASION	0.504464906761234
SH02T06	SH02	Hybrid	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	-0.547992417321038
SH02T06	SH02	Hybrid	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	0.5434498838559035
SH02T06	SH02	Hybrid	ROESSLER_LIVER_CANCER_METASTASIS_DN	-0.12736504341283403
SH02T06	SH02	Hybrid	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.13296569536862873
SH02T06	SH02	Hybrid	ImmuneClass	0.4107762092904583
SH02T06	SH02	Hybrid	Exhaused_T_Cell	0.5154018288210245
SH02T06	SH02	Hybrid	Interferon_gamma	0.10592176689067398
SH02T06	SH02	Hybrid	Antigen_presenting_cells	0.41922312955196184
SH02T06	SH02	Hybrid	Inflammatory	0.2834068339131557
SH02T06	SH02	Hybrid	Gajewski_13_gene_inflammatory	0.10601265810414945
SH02T06	SH02	Hybrid	Cytolytic_score	0.42535584243622415
SH02T06	SH02	Hybrid	MVI_6_gene	0.2729182782847491
SH02T06	SH02	Hybrid	GEP score	-0.056132056138216695
SH02T06	SH02	Hybrid	IMPRES	9
SH02T06	SH02	Hybrid	TIDE	0.99
SH02T07	SH02	Hybrid	HALLMARK_ANGIOGENESIS	-0.16529179142313066
SH02T07	SH02	Hybrid	HALLMARK_E2F_TARGETS	0.08467415723830973
SH02T07	SH02	Hybrid	HALLMARK_G2M_CHECKPOINT	0.2620319884916739
SH02T07	SH02	Hybrid	HO_LIVER_CANCER_VASCULAR_INVASION	0.4448235281704961
SH02T07	SH02	Hybrid	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	-0.6023728107649814
SH02T07	SH02	Hybrid	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	0.3964667774977208
SH02T07	SH02	Hybrid	ROESSLER_LIVER_CANCER_METASTASIS_DN	-0.25625104519736186
SH02T07	SH02	Hybrid	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.16000658804504297
SH02T07	SH02	Hybrid	ImmuneClass	0.4493509255656257
SH02T07	SH02	Hybrid	Exhaused_T_Cell	0.7624599867575541
SH02T07	SH02	Hybrid	Interferon_gamma	-0.05892522706241221
SH02T07	SH02	Hybrid	Antigen_presenting_cells	0.4713639373206675
SH02T07	SH02	Hybrid	Inflammatory	0.366757880764106
SH02T07	SH02	Hybrid	Gajewski_13_gene_inflammatory	0.22080256614978774
SH02T07	SH02	Hybrid	Cytolytic_score	0.2696127110227659
SH02T07	SH02	Hybrid	MVI_6_gene	0.2324436950381239
SH02T07	SH02	Hybrid	GEP score	-0.07162396172511847
SH02T07	SH02	Hybrid	IMPRES	9
SH02T07	SH02	Hybrid	TIDE	0.47
SH03T01	SH03	Wnt	HALLMARK_ANGIOGENESIS	-0.10666342450282434
SH03T01	SH03	Wnt	HALLMARK_E2F_TARGETS	-0.2218845043547218
SH03T01	SH03	Wnt	HALLMARK_G2M_CHECKPOINT	-0.043773161881811684
SH03T01	SH03	Wnt	HO_LIVER_CANCER_VASCULAR_INVASION	-0.3418677864318952
SH03T01	SH03	Wnt	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	0.5385056902239523
SH03T01	SH03	Wnt	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	0.0822557340076143
SH03T01	SH03	Wnt	ROESSLER_LIVER_CANCER_METASTASIS_DN	0.05052445441924508
SH03T01	SH03	Wnt	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.2197016236074926
SH03T01	SH03	Wnt	ImmuneClass	-0.6753250056903891
SH03T01	SH03	Wnt	Exhaused_T_Cell	-0.757172715931602
SH03T01	SH03	Wnt	Interferon_gamma	-0.8240260456897699
SH03T01	SH03	Wnt	Antigen_presenting_cells	-0.7882883153905196
SH03T01	SH03	Wnt	Inflammatory	-0.7911589584946156
SH03T01	SH03	Wnt	Gajewski_13_gene_inflammatory	-0.7848731345212989
SH03T01	SH03	Wnt	Cytolytic_score	-0.9577402626054835
SH03T01	SH03	Wnt	MVI_6_gene	-0.1696832579185522
SH03T01	SH03	Wnt	GEP score	-0.3864705182547345
SH03T01	SH03	Wnt	IMPRES	5
SH03T01	SH03	Wnt	TIDE	0.4
SH03T02	SH03	Wnt	HALLMARK_ANGIOGENESIS	-0.0738003115586034
SH03T02	SH03	Wnt	HALLMARK_E2F_TARGETS	0.024898167053722553
SH03T02	SH03	Wnt	HALLMARK_G2M_CHECKPOINT	0.13369895550060812
SH03T02	SH03	Wnt	HO_LIVER_CANCER_VASCULAR_INVASION	-0.2662344454831126
SH03T02	SH03	Wnt	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	0.5341216211178699
SH03T02	SH03	Wnt	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	0.1781357864476551
SH03T02	SH03	Wnt	ROESSLER_LIVER_CANCER_METASTASIS_DN	0.0509167454852168
SH03T02	SH03	Wnt	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.18522221299165426
SH03T02	SH03	Wnt	ImmuneClass	-0.6812016681100879
SH03T02	SH03	Wnt	Exhaused_T_Cell	-0.7455596062442016
SH03T02	SH03	Wnt	Interferon_gamma	-0.7620019865352087
SH03T02	SH03	Wnt	Antigen_presenting_cells	-0.7459923917640887
SH03T02	SH03	Wnt	Inflammatory	-0.47731539447727395
SH03T02	SH03	Wnt	Gajewski_13_gene_inflammatory	-0.6998678479307062
SH03T02	SH03	Wnt	Cytolytic_score	-0.9855456250682063
SH03T02	SH03	Wnt	MVI_6_gene	0.1059103866746606
SH03T02	SH03	Wnt	GEP score	-0.2950824567234761
SH03T02	SH03	Wnt	IMPRES	5
SH03T02	SH03	Wnt	TIDE	0.44
SH03T03	SH03	Wnt	HALLMARK_ANGIOGENESIS	-0.07862297800190446
SH03T03	SH03	Wnt	HALLMARK_E2F_TARGETS	-0.2041483231712987
SH03T03	SH03	Wnt	HALLMARK_G2M_CHECKPOINT	0.022535716654491278
SH03T03	SH03	Wnt	HO_LIVER_CANCER_VASCULAR_INVASION	-0.15930837739442838
SH03T03	SH03	Wnt	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	0.54799627053325894
SH03T03	SH03	Wnt	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	0.048068570257171345
SH03T03	SH03	Wnt	ROESSLER_LIVER_CANCER_METASTASIS_DN	-0.0022417599568257396
SH03T03	SH03	Wnt	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.15209028758773863
SH03T03	SH03	Wnt	ImmuneClass	-0.6856287607329296
SH03T03	SH03	Wnt	Exhaused_T_Cell	-0.8247268043163851
SH03T03	SH03	Wnt	Interferon_gamma	-0.6624023098027553
SH03T03	SH03	Wnt	Antigen_presenting_cells	-0.7283160450232156
SH03T03	SH03	Wnt	Inflammatory	-0.8711131427319893
SH03T03	SH03	Wnt	Gajewski_13_gene_inflammatory	-0.7995493640070155
SH03T03	SH03	Wnt	Cytolytic_score	-0.9692706609283148
SH03T03	SH03	Wnt	MVI_6_gene	-0.14733646713866924
SH03T03	SH03	Wnt	GEP score	-0.3503925524057975
SH03T03	SH03	Wnt	IMPRES	6
SH03T03	SH03	Wnt	TIDE	0.28
SH03T04	SH03	Wnt	HALLMARK_ANGIOGENESIS	0.020920324937696577
SH03T04	SH03	Wnt	HALLMARK_E2F_TARGETS	-0.49700054891098694
SH03T04	SH03	Wnt	HALLMARK_G2M_CHECKPOINT	-0.3920536695077784
SH03T04	SH03	Wnt	HO_LIVER_CANCER_VASCULAR_INVASION	-0.15840252511615566
SH03T04	SH03	Wnt	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	0.602168427725405
SH03T04	SH03	Wnt	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	-0.37346413814398605
SH03T04	SH03	Wnt	ROESSLER_LIVER_CANCER_METASTASIS_DN	0.08751852521204936
SH03T04	SH03	Wnt	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.1304804608455584
SH03T04	SH03	Wnt	ImmuneClass	-0.6306352000079097
SH03T04	SH03	Wnt	Exhaused_T_Cell	-0.579626743770796
SH03T04	SH03	Wnt	Interferon_gamma	-0.5913051751613984
SH03T04	SH03	Wnt	Antigen_presenting_cells	-0.7438112957724026
SH03T04	SH03	Wnt	Inflammatory	-0.6947192851515397
SH03T04	SH03	Wnt	Gajewski_13_gene_inflammatory	-0.7490818583564975
SH03T04	SH03	Wnt	Cytolytic_score	-0.847677369523863
SH03T04	SH03	Wnt	MVI_6_gene	0.08201587389173959
SH03T04	SH03	Wnt	GEP score	-0.3082416237061004
SH03T04	SH03	Wnt	IMPRES	7
SH03T04	SH03	Wnt	TIDE	1.16
SH03T05	SH03	Wnt	HALLMARK_ANGIOGENESIS	-0.19112784813702913
SH03T05	SH03	Wnt	HALLMARK_E2F_TARGETS	6.851923001693627e-4
SH03T05	SH03	Wnt	HALLMARK_G2M_CHECKPOINT	0.12811283567626797
SH03T05	SH03	Wnt	HO_LIVER_CANCER_VASCULAR_INVASION	-0.29728555831090986
SH03T05	SH03	Wnt	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	0.6301945916760374
SH03T05	SH03	Wnt	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	-0.05786702239275335
SH03T05	SH03	Wnt	ROESSLER_LIVER_CANCER_METASTASIS_DN	0.10775927783911443
SH03T05	SH03	Wnt	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.18488699395894934
SH03T05	SH03	Wnt	ImmuneClass	-0.6703346704009892
SH03T05	SH03	Wnt	Exhaused_T_Cell	-0.8709119355454406
SH03T05	SH03	Wnt	Interferon_gamma	-0.6554403182598599
SH03T05	SH03	Wnt	Antigen_presenting_cells	-0.8035791721347632
SH03T05	SH03	Wnt	Inflammatory	-0.8246664712516967
SH03T05	SH03	Wnt	Gajewski_13_gene_inflammatory	-0.7593341708101459
SH03T05	SH03	Wnt	Cytolytic_score	-0.9633675383419871
SH03T05	SH03	Wnt	MVI_6_gene	0.5087708872389312
SH03T05	SH03	Wnt	GEP score	-0.319754109531482
SH03T05	SH03	Wnt	IMPRES	7
SH03T05	SH03	Wnt	TIDE	0.58
SH03T06	SH03	Wnt	HALLMARK_ANGIOGENESIS	0.28371932702257624
SH03T06	SH03	Wnt	HALLMARK_E2F_TARGETS	-0.2255441343874385
SH03T06	SH03	Wnt	HALLMARK_G2M_CHECKPOINT	-0.15112752078865477
SH03T06	SH03	Wnt	HO_LIVER_CANCER_VASCULAR_INVASION	-0.45891014342589675
SH03T06	SH03	Wnt	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	0.5746614210870669
SH03T06	SH03	Wnt	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	-0.3933618458868861
SH03T06	SH03	Wnt	ROESSLER_LIVER_CANCER_METASTASIS_DN	-0.05711506418471449
SH03T06	SH03	Wnt	ROESSLER_LIVER_CANCER_METASTASIS_UP	-0.2540973999430699
SH03T06	SH03	Wnt	ImmuneClass	-0.11273181855351609
SH03T06	SH03	Wnt	Exhaused_T_Cell	-0.5184175196369041
SH03T06	SH03	Wnt	Interferon_gamma	-0.01937939040671982
SH03T06	SH03	Wnt	Antigen_presenting_cells	-0.2518421870830088
SH03T06	SH03	Wnt	Inflammatory	-0.5837812137271365
SH03T06	SH03	Wnt	Gajewski_13_gene_inflammatory	-0.06370690899232698
SH03T06	SH03	Wnt	Cytolytic_score	-0.6610945602997295
SH03T06	SH03	Wnt	MVI_6_gene	0.32580439431842356
SH03T06	SH03	Wnt	GEP score	-0.1448424053621545
SH03T06	SH03	Wnt	IMPRES	4
SH03T06	SH03	Wnt	TIDE	1.16
SH03T07	SH03	Wnt	HALLMARK_ANGIOGENESIS	0.27849573326370436
SH03T07	SH03	Wnt	HALLMARK_E2F_TARGETS	-0.34770102799513736
SH03T07	SH03	Wnt	HALLMARK_G2M_CHECKPOINT	-0.22942472175603035
SH03T07	SH03	Wnt	HO_LIVER_CANCER_VASCULAR_INVASION	0.023581489510548004
